Country,Source,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
Cook Islands,Food Household Consumption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,Food Transport,1.4211,1.2944,0.6605,0.6341,1.0523,1.8159,2.0067,1.3298,1.9746,2.1468,3.0766,5.3604,5.2881,4.6578,4.5962,4.6921,4.388,2.7942,2.8756,4.2602
Cook Islands,Energy,47.7,33,22,29.3,47.7,55,47.7,47.7,47.7,44,51.3,58.7,62.3,62.3,66,62.3,62.3,69.7,73.7,80.6
Cook Islands,IPPU,0.0977,0.0747,0.0318,0.0304,0.0614,0.103,0.116,0.0878,0.0784,0.0633,0.0672,0.0757,0.0887,0.0838,0.0878,0.0988,0.131,0.103,0.106,0.105
Cook Islands,Farm-gate emissions,2.0904,1.8862,1.4157,1.5127,2.003,2.6702,3.7124,4.0348,4.3185,4.0513,5.1793,5.3125,5.3099,4.9308,4.5971,3.5086,2.955,2.8171,2.6915,2.3103
Cook Islands,Land Use change,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cook Islands,Emissions on agricultural land,2.0904,1.8862,1.4157,1.5127,2.003,2.6702,3.7124,4.0348,4.3185,4.0513,5.1793,5.3125,5.3099,4.9308,4.5971,3.5086,2.955,2.8171,2.6915,2.3103
Cook Islands,Pre- and post- production,2.8452,2.3226,1.3091,1.5221,2.4624,3.5276,3.4053,2.7358,3.3084,4.5018,6.3608,9.0392,8.8273,8.3225,9.0218,9.086,8.6809,7.4,7.8704,10.9195
Cook Islands,Agri-food systems,4.9356,4.2088,2.7248,3.0348,4.4654,6.1978,7.1177,6.7706,7.6269,8.5531,11.5401,14.3517,14.1372,13.2533,13.6189,12.5946,11.6359,10.2171,10.5619,13.2298
Cook Islands,LULUCF,-21.209,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-2.7571,-2.7571,-2.7571,-2.7571,-2.7571,-3.1136,-3.1136,-3.1136,-3.1136
Cook Islands,LULUCF,,,,,,,,,,,,,,,,,,,,
Cook Islands,AFOLU,-21.209,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-3.6245,-2.7571,-2.7571,-2.7571,-2.7571,-2.7571,-3.1136,-3.1136,-3.1136,-3.1136
Cook Islands,All sectors with LULUCF,26.5887,29.4502,18.4073,25.7059,44.1369,51.4785,44.1915,44.1633,44.1539,40.4388,47.7427,56.0186,59.6316,59.6267,63.3307,59.6417,59.3174,66.6894,70.6924,77.5914
Cook Islands,All sectors without LULUCF,47.7977,33.0747,22.0318,29.3304,47.7614,55.103,47.816,47.7878,47.7784,44.0633,51.3672,58.7757,62.3887,62.3838,66.0878,62.3988,62.431,69.803,73.806,80.705
Costa Rica,Drained organic soils (CO2),121.5115,121.5115,115.9346,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,113.0417,99.5768,99.5768,99.5768,99.1089,94.3995,68.7554
Costa Rica,On-farm energy use,402.6515,445.6481,354.7896,374.0661,166.8482,160.0473,162.9417,147.7102,122.7526,118.0345,123.7733,140.6654,144.882,147.1711,148.6564,148.3599,165.5622,174.949,144.3174,143.7938
Costa Rica,Forestland,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-909.3333,-7441.0747,-7441.0747,-7441.0747,-7441.0747,-7441.0747,-7441.984,-7441.984,-7441.984,-7441.984
Costa Rica,Net Forest conversion,3190.8507,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,0,0,0,0,0,0,0,0,0
Costa Rica,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,Waste - agri-food systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,On-farm electricity use,0.2717,0.7266,0.5766,1.9397,3.3028,8.5962,18.2552,24.1309,21.0075,12.9597,17.3611,19.8393,17.3931,17.3084,16.9313,17.073,17.8728,18.5438,17.6505,17.7943
Costa Rica,Food Processing,0,0,0,0,0,458.5605,492.7377,527.443,497.057,423.1095,431.9995,398.4572,428.1968,388.2774,371.2454,387.5754,419.0807,423.8994,406.2443,396.2908
Costa Rica,Food Packaging,10.1304,10.9024,10.1573,10.6405,12.9305,9.6718,10.7519,11.6418,10.7197,8.6467,32.0972,28.4335,28.9256,32.6766,3.043,2.6824,2.6199,2.9891,2.9529,15.1816
Costa Rica,Food Retail,10.0845,10.5124,11.7144,12.4681,12.6719,36.7899,47.8233,57.9766,56.066,41.3719,53.9922,54.5124,50.1394,50.7633,52.1321,54.1955,57.0187,58.8871,59.7236,68.5971
Costa Rica,Food Household Consumption,81.9632,95.788,112.4627,97.5517,62.4069,98.5059,138.3763,168.7361,159.9128,122.9807,151.9129,165.5298,155.0031,157.3624,164.6196,170.7777,183.4609,185.2426,189.6248,199.9612
Costa Rica,Food Transport,321.66,342.58,380.1461,388.4918,416.86,411.8418,434.0588,467.2828,478.2989,484.8989,499.931,512.0475,526.0712,535.0994,546.0994,582.415,622.8712,635.0949,642.8001,658.2552
Costa Rica,Energy,4950,5160,5750,6120,6220,5900,6440,7040,7160,6920,7000,6770,6720,7070,7170,6790,7310,7620,7860,8680
Costa Rica,IPPU,521,584,600,566,686,888,701,991,917,913,591,633,623,647,661,702,701,778,816,817
Costa Rica,Farm-gate emissions,524.163,567.1596,470.7242,487.1077,279.8899,273.0889,275.9834,260.7518,235.7943,231.0761,236.815,253.707,257.9236,260.2128,248.2332,247.9368,265.139,274.0579,238.7169,212.5492
Costa Rica,Land Use change,3190.8507,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,273.7093,0,0,0,0,0,0,0,0,0
Costa Rica,Emissions on agricultural land,3715.0136,840.8689,744.4336,760.8171,553.5992,546.7982,549.6927,534.4612,509.5036,504.7855,510.5243,253.707,257.9236,260.2128,248.2332,247.9368,265.139,274.0579,238.7169,212.5492
Costa Rica,Pre- and post- production,424.1098,460.5094,515.0571,511.0918,508.1721,1023.9661,1142.0032,1257.2112,1223.0619,1093.9674,1187.2939,1178.8197,1205.7292,1181.4875,1154.0708,1214.719,1302.9242,1324.6569,1318.9962,1356.0802
Costa Rica,Agri-food systems,4139.1235,1301.3783,1259.4906,1271.9089,1061.7713,1570.7643,1691.6959,1791.6724,1732.5655,1598.7529,1697.8182,1432.5267,1463.6528,1441.7003,1402.304,1462.6558,1568.0632,1598.7148,1557.7131,1568.6294
Costa Rica,LULUCF,2403.0288,-514.1125,-519.6894,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-7328.033,-7328.033,-7328.033,-7341.4978,-7341.4978,-7342.4072,-7342.8751,-7347.5845,-7373.2286
Costa Rica,LULUCF,-3262.2,,,,,-3667.7,,,,,,,,,,,,,,
Costa Rica,AFOLU,2403.0288,-514.1125,-519.6894,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-522.5823,-7328.033,-7328.033,-7328.033,-7341.4978,-7341.4978,-7342.4072,-7342.8751,-7347.5845,-7373.2286
Costa Rica,All sectors with LULUCF,7874.0288,5229.8875,5830.3106,6163.4177,6383.4177,6265.4177,6618.4177,7508.4177,7554.4177,7310.4177,7068.4177,74.967,14.967,388.967,489.5022,150.5022,668.5928,1055.1249,1328.4155,2123.7714
Costa Rica,All sectors without LULUCF,5471,5744,6350,6686,6906,6788,7141,8031,8077,7833,7591,7403,7343,7717,7831,7492,8011,8398,8676,9497
C?e d'Ivoire,Drained organic soils (CO2),2266.2819,2297.0325,2298.3789,2301.8616,2303.4998,2301.4852,2297.0642,2300.9776,2303.3177,2306.1343,2316.1127,2317.2858,2317.9241,2322.7833,2331.7677,2331.7677,2338.6369,2337.4611,2341.0778,2343.3343
C?e d'Ivoire,On-farm energy use,306.9797,328.9182,301.916,249.236,266.921,274.7216,270.3796,315.4814,346.0358,317.4364,317.7511,303.308,417.6396,455.2384,494.8087,593.5099,644.7536,776.0975,613.2818,636.9764
C?e d'Ivoire,Forestland,-151.9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C?e d'Ivoire,Net Forest conversion,57912.4953,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.2613,23655.2613,23655.2613,23655.2613,23655.2613,23655.6804,23655.6804,23655.6804,23655.6804
C?e d'Ivoire,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C?e d'Ivoire,Waste - agri-food systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C?e d'Ivoire,On-farm electricity use,20.4907,17.7273,17.1882,16.1351,14.9692,19.2123,16.1866,4.499,35.907,53.9528,65.4237,43.674,50.7243,54.8204,61.5101,68.1998,74.8896,81.5793,88.269,93.6208
C?e d'Ivoire,Food Processing,0,0,0,0,0,0,0,150.512,153.9513,739.0643,661.5277,756.3831,741.2473,1007.0431,1036.9266,1038.0884,1272.3441,1181.5335,658.082,658.082
C?e d'Ivoire,Food Packaging,20.7519,27.1501,27.1702,33.0034,55.4925,60.8473,57.4256,55.8436,56.8367,50.0304,55.8196,48.4063,56.881,51.9483,96.0773,88.9001,94.8148,95.1276,92.4571,91.3478
C?e d'Ivoire,Food Retail,8.7123,15.4424,11.115,9.8962,8.3329,14.9856,10.7911,100.8753,121.2839,98.6262,110.2764,80.1531,104.7735,109.491,148.4903,165.1784,182.0044,190.3932,150.8361,161.2728
C?e d'Ivoire,Food Household Consumption,356.5876,361.2509,375.4494,419.7446,447.4123,424.1351,552.5946,401.0307,511.1596,476.3312,629.9114,501.1923,599.9785,661.2973,660.393,654.1337,736.2971,719.7304,1054.506,1054.506
C?e d'Ivoire,Food Transport,137.3365,134.195,151.289,111.971,122.3975,131.8075,136.7426,137.2375,166.2655,168.4655,161.1855,174.084,253.9455,266.2555,281.8655,335.991,410.209,381.4015,389.749,311.76
C?e d'Ivoire,Energy,6650,7670,7460,5300,7400,7580,6900,6660,6720,5670,6230,6570,8550,9690,9910,9570,12000,12000,12300,12600
C?e d'Ivoire,IPPU,219,243,258,309,313,314,363,396,410,340,349,353,355,343,358,384,396,409,421,404
C?e d'Ivoire,Farm-gate emissions,2573.2615,2625.9507,2600.2949,2551.0977,2570.4208,2576.2068,2567.4438,2616.4589,2649.3535,2623.5707,2633.8637,2620.5938,2735.5638,2778.0217,2826.5764,2925.2776,2983.3905,3113.5585,2954.3596,2980.3106
C?e d'Ivoire,Land Use change,57912.4953,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.4709,23655.2613,23655.2613,23655.2613,23655.2613,23655.2613,23655.6804,23655.6804,23655.6804,23655.6804
C?e d'Ivoire,Emissions on agricultural land,60485.7568,26281.4215,26255.7658,26206.5685,26225.8916,26231.6777,26222.9146,26271.9298,26304.8244,26279.0416,26289.3346,26275.8551,26390.8251,26433.283,26481.8377,26580.5389,26639.0709,26769.2389,26610.04,26635.991
C?e d'Ivoire,Pre- and post- production,543.879,555.7657,582.2118,590.7503,648.6044,650.9878,773.7405,849.9981,1045.404,1586.4704,1684.1443,1603.8928,1807.5501,2150.8556,2285.2628,2350.4914,2770.559,2649.7655,2433.8992,2370.5894
C?e d'Ivoire,Agri-food systems,61029.6358,26837.1872,26837.9776,26797.3188,26874.496,26882.6655,26996.6551,27121.9279,27350.2284,27865.512,27973.4789,27879.7479,28198.3752,28584.1386,28767.1005,28931.0303,29409.6299,29419.0044,29043.9392,29006.5804
C?e d'Ivoire,LULUCF,60026.8534,25952.5033,25953.8498,25957.3325,25958.9706,25956.956,25952.535,25956.4484,25958.7885,25961.6052,25971.5835,25972.5471,25973.1854,25978.0446,25987.029,25987.029,25994.3173,25993.1415,25996.7582,25999.0147
C?e d'Ivoire,LULUCF,-19703.85,,,,,,,,,,,,,,,,,,,
C?e d'Ivoire,AFOLU,60026.8534,25952.5033,25953.8498,25957.3325,25958.9706,25956.956,25952.535,25956.4484,25958.7885,25961.6052,25971.5835,25972.5471,25973.1854,25978.0446,25987.029,25987.029,25994.3173,25993.1415,25996.7582,25999.0147
C?e d'Ivoire,All sectors with LULUCF,66895.8534,33865.5033,33671.8498,31566.3325,33671.9706,33850.956,33215.535,33012.4484,33088.7885,31971.6052,32550.5835,32895.5471,34878.1854,36011.0446,36255.029,35941.029,38390.3173,38402.1415,38717.7582,39003.0147
C?e d'Ivoire,All sectors without LULUCF,6869,7913,7718,5609,7713,7894,7263,7056,7130,6010,6579,6923,8905,10033,10268,9954,12396,12409,12721,13004
Croatia,Drained organic soils (CO2),7.2103,9.3579,9.039,9.039,7.4439,7.4439,7.4439,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.9107,9.4432
Croatia,On-farm energy use,884.6844,830.9577,773.7487,791.1596,753.3922,752.9885,757.6237,748.8696,798.185,778.0478,760.0176,772.2991,706.4912,687.9141,690.6214,678.8584,678.4639,671.1757,687.3437,686.6882
Croatia,Forestland,-1254.6691,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1087.3632,-1510.916,-1510.916,-1510.916,-1510.916,-1510.916,-4809.6327,-4809.6327,-4809.6327,-4809.6327
Croatia,Forestland,-8249.6997,-8322.8069,-8481.5441,-8265.5915,-8128.6696,-8240.6643,-8150.887,-7639.9739,-7543.7649,-7868.1036,-7683.2006,-6676.7047,-6537.675,-6556.5876,-6261.3153,-5914.1013,-5764.1179,-5543.1473,-5467.5041,-5729.3925
Croatia,Net Forest conversion,389.5191,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,0,0,0,0,0,453.6125,453.6125,453.6125,453.6125
Croatia,Net Forest conversion,11.6462,10.726,14.3181,13.3678,25.9391,25.9591,26.151,40.0979,46.5926,94.6747,52.2704,47.3954,43.3089,39.3298,31.7404,45.4948,29.1126,28.4203,27.5163,28.578
Croatia,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Croatia,Waste - agri-food systems,62.9741,63.1423,63.5424,64.2205,64.7013,64.9318,65.2102,65.6712,66.0833,65.7799,65.6661,65.7835,65.5206,65.5979,65.5727,65.1737,65.2838,65.475,65.7446,65.7446
Croatia,Fertilizers Manufacturing,0,90.8496,188.55,278.6953,339.3858,714.5791,752.8895,764.1875,784.0765,566.8542,749.8449,717.3841,670.2997,1467.6958,1575.3925,1530.8595,1505.4746,1716.4366,1437.2948,1640.2535
Croatia,On-farm electricity use,21.3121,22.304,25.7478,26.0893,20.2913,22.117,22.8827,28.6724,25.6865,20.3283,16.0665,22.7243,19.597,20.7913,21.1266,20.7912,20.7913,20.7913,21.1266,21.1266
Croatia,Food Processing,672.2938,748.4874,821.1946,813.7301,785.3732,823.2747,844.7116,862.1111,964.1558,750.1698,725.2947,788.4428,707.6778,686.7174,682.9134,649.6659,673.9995,640.0212,618.6781,618.6781
Croatia,Food Packaging,273.0232,293.2251,296.7562,284.2834,221.4199,217.4392,215.0268,238.2828,210.5289,165.6312,147.6598,156.4557,131.5563,122.1072,122.7912,125.3811,133.6286,111.601,113.6412,85.7111
Croatia,Food Retail,176.9595,205.7294,243.3269,272.9681,236.5473,255.4269,261.8153,307.3953,295.031,250.3531,226.0504,284.6103,260.8686,267.7946,254.9333,276.1466,281.1872,296.0121,301.6482,322.4775
Croatia,Food Household Consumption,528.2095,554.8394,628.6087,668.2341,602.2902,635.7965,624.9162,664.1975,640.6353,565.0247,529.3316,583.0116,532.9276,529.9358,489.2602,509.4242,512.7179,523.3034,507.6768,507.6768
Croatia,Food Transport,330.583,335.153,358.816,395.231,408.543,422.059,449.715,477.34,470.155,469.0965,452.476,443.0445,427.6235,433.2175,428.8205,451.4975,468.7175,504.4435,479.6575,526.4786
Croatia,Energy,17900,18800,19800,21200,20500,20900,20800,22000,20900,19700,18900,18600,16900,16400,15700,16100,16400,16800,16000,16000
Croatia,IPPU,2570,2640,2710,2820,3470,3440,3730,3890,3710,2710,2810,2590,2530,2660,2870,2810,2640,2930,2890,3130
Croatia,Waste,4,4.35,2.47,0.524,0.23,0.107,0.489,0.43,0.444,0.113,0.0298,0.0358,0.0536,0.0298,0.0298,0.0298,0.0358,0,0,0
Croatia,Farm-gate emissions,891.8947,840.3156,782.7876,800.1986,760.8361,760.4325,765.0676,758.7803,808.0958,787.9585,769.9283,782.2099,716.4019,697.8248,700.5322,688.7691,688.3746,681.0865,697.2544,696.1313
Croatia,Land Use change,389.5191,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,244.3965,0,0,0,0,0,453.6125,453.6125,453.6125,453.6125
Croatia,Emissions on agricultural land,1281.4138,1084.7121,1027.1842,1044.5951,1005.2326,1004.829,1009.4641,1003.1768,1052.4923,1032.355,1014.3248,782.2099,716.4019,697.8248,700.5322,688.7691,1141.9871,1134.699,1150.8669,1149.7438
Croatia,Pre- and post- production,2065.3552,2313.7302,2626.5426,2803.4518,2678.552,3155.6242,3237.1673,3407.8578,3456.3523,2853.2377,2912.39,3061.4568,2816.0711,3593.8575,3640.8104,3628.9397,3661.8004,3878.0841,3545.4678,3788.1468
Croatia,Agri-food systems,3346.769,3398.4423,3653.7268,3848.0469,3683.7846,4160.4532,4246.6315,4411.0346,4508.8446,3885.5928,3926.7148,3843.6667,3532.473,4291.6824,4341.3425,4317.7088,4803.7875,5012.783,4696.3348,4937.8906
Croatia,IPCC Agriculture,60.8659,92.0949,80.7554,71.7926,75.9403,85.4614,80.6671,89.3244,96.6025,76.9625,88.0373,105.1783,101.234,74.6147,69.4668,69.3401,76.1662,81.1278,72.2429,75.6599
Croatia,LULUCF,-857.9397,-833.6088,-833.9277,-833.9277,-835.5228,-835.5228,-835.5228,-833.0559,-833.0559,-833.0559,-833.0559,-1501.0053,-1501.0053,-1501.0053,-1501.0053,-1501.0053,-4346.1095,-4346.1095,-4346.1095,-4346.5771
Croatia,LULUCF,-7085.5504,-7861.5914,-8152.4139,-7384.0559,-7641.7721,-7876.654,-7687.4049,-6929.5127,-7290.6906,-7246.568,-7068.6447,-5907.1766,-5511.2653,-6233.0697,-6292.1487,-5589.6939,-5658.8797,-5001.0468,-5517.3104,-5682.2567
Croatia,AFOLU,-857.9397,-833.6088,-833.9277,-833.9277,-835.5228,-835.5228,-835.5228,-833.0559,-833.0559,-833.0559,-833.0559,-1501.0053,-1501.0053,-1501.0053,-1501.0053,-1501.0053,-4346.1095,-4346.1095,-4346.1095,-4346.5771
Croatia,All sectors with LULUCF,19616.0603,20610.7412,21678.5423,23186.5963,23134.7072,23504.5842,23694.9662,25057.3741,23777.3881,21577.0571,20876.9739,19689.0305,17929.0483,17559.0245,17069.0245,17409.0245,14693.9263,15383.8905,14543.8905,14783.4229
Croatia,All sectors without LULUCF,20474,21444.35,22512.47,24020.524,23970.23,24340.107,24530.489,25890.43,24610.444,22410.113,21710.0298,21190.0358,19430.0536,19060.0298,18570.0298,18910.0298,19040.0358,19730,18890,19130
Cuba,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,On-farm energy use,885.4458,833.6332,3376.9528,3276.7647,3291.7511,3260.3822,3159.9651,2628.3997,2706.0314,2958.0383,2912.0799,2866.5722,2737.2197,2704.9572,1611.5064,1862.464,2619.7491,2527.1003,2393.9221,2550.4052
Cuba,Forestland,-10946.034,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-3049.2,-3049.2,-3049.2,-3049.2
Cuba,Net Forest conversion,120.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Waste - agri-food systems,414.4684,415.0846,416.0886,417.2306,418.2975,420.1853,422.5129,424.3219,424.9552,425.3111,425.9217,428.4441,429.4471,430.3627,431.1261,432.4521,433.2673,434.2674,434.8252,435.3953
Cuba,Fertilizers Manufacturing,55.2801,57.3706,59.7071,57.5744,78.8723,68.1611,80.5121,61.2175,74.4082,33.8794,50.2073,85.4983,87.1254,79.8066,83.6587,79.5577,81.3441,82.1798,82.3072,82.1275
Cuba,On-farm electricity use,155.2926,128.1602,158.3731,194.8106,216.4313,212.9893,210.9983,224.1427,230.878,336.8614,281.7102,301.2786,284.8787,278.996,272.5197,286.1629,276.4918,264.1438,280.4639,282.0528
Cuba,Food Processing,0,0,228.2681,236.7109,274.8598,192.9334,187.6176,192.9334,228.2681,236.7109,274.8598,192.9334,187.6176,192.9334,194.4969,192.308,201.0635,200.1254,166.0416,166.0416
Cuba,Food Packaging,61.5168,60.6238,62.2182,60.6146,58.9668,61.035,62.2778,60.8618,65.9157,66.897,80.6144,68.7761,77.0729,121.1618,77.0473,58.2946,83.8315,89.7627,59.2727,78.9664
Cuba,Food Retail,45.2681,39.6659,58.3693,63.9327,62.7954,62.3174,59.0465,48.6331,44.4271,53.256,94.4691,130.822,104.1397,111.96,109.2638,218.4064,140.149,180.3607,150.8063,146.8143
Cuba,Food Household Consumption,1182.2156,1047.452,1385.7047,1556.6304,1621.4116,1659.7722,1521.8884,1546.7238,1503.4724,2219.6245,2189.9423,2120.4026,2146.5695,2177.4789,2249.2252,2375.394,2468.8842,2501.9274,2542.9278,2606.9568
Cuba,Food Transport,231.43,234.06,221.09,205.479,214.939,209.439,199.539,201.515,198.215,154.215,134.855,131.997,114.614,134.197,152.68,162.58,162.581,167.92,163.478,108.8032
Cuba,Energy,25500,25000,25600,25000,24500,25400,25900,25300,27300,27600,33400,28600,28900,27200,27000,28700,27500,24600,25300,26200
Cuba,IPPU,1350,1310,1490,1440,1240,1300,1420,1470,1380,1270,1190,1240,1280,1260,1000,934,880,812,886,851
Cuba,Waste,0.333,0.396,0.459,0.462,0.463,0.464,0.465,0.466,0.466,0.468,0.469,0.47,0.472,0.473,0.475,0.476,0.477,0.478,0.479,0.48
Cuba,Farm-gate emissions,885.4458,833.6332,3376.9528,3276.7647,3291.7511,3260.3822,3159.9651,2628.3997,2706.0314,2958.0383,2912.0799,2866.5722,2737.2197,2704.9572,1611.5064,1862.464,2619.7491,2527.1003,2393.9221,2550.4052
Cuba,Land Use change,120.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,Emissions on agricultural land,1006.2808,833.6332,3376.9528,3276.7647,3291.7511,3260.3822,3159.9651,2628.3997,2706.0314,2958.0383,2912.0799,2866.5722,2737.2197,2704.9572,1611.5064,1862.464,2619.7491,2527.1003,2393.9221,2550.4052
Cuba,Pre- and post- production,2145.4716,1982.4171,2589.8191,2792.9832,2946.5737,2886.8327,2744.3926,2760.3492,2770.5397,3526.7553,3532.5798,3460.1521,3431.4649,3526.8964,3570.0177,3805.1557,3847.6124,3920.6872,3880.1227,3907.1579
Cuba,Agri-food systems,3151.7524,2816.0503,5966.7719,6069.7479,6238.3248,6147.2149,5904.3577,5388.7489,5476.5711,6484.7936,6444.6598,6326.7243,6168.6846,6231.8537,5181.5241,5667.6197,6467.3615,6447.7874,6274.0448,6457.5631
Cuba,LULUCF,-10825.199,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-3049.2,-3049.2,-3049.2,-3049.2
Cuba,LULUCF,-12505.67,,-13194.31,,,,,,,,,,,,,,,,,
Cuba,AFOLU,-10825.199,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-10253.7563,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-12709.8107,-3049.2,-3049.2,-3049.2,-3049.2
Cuba,All sectors with LULUCF,16025.134,16056.6397,16836.7027,16186.7057,15486.7067,16446.7077,17066.7087,16516.7097,18426.7097,18616.7117,24336.7127,17130.6593,17470.6613,15750.6623,15290.6643,16924.6653,25331.277,22363.278,23137.279,24002.28
Cuba,All sectors without LULUCF,26850.333,26310.396,27090.459,26440.462,25740.463,26700.464,27320.465,26770.466,28680.466,28870.468,34590.469,29840.47,30180.472,28460.473,28000.475,29634.476,28380.477,25412.478,26186.479,27051.48
Cyprus,Drained organic soils (CO2),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,On-farm energy use,206.3132,205.7369,202.0053,207.9392,208.0321,195.6315,197.8338,193.9203,167.6381,133.5339,133.5676,121.9847,108.8154,99.4164,90.7212,101.1391,98.4062,101.3139,99.7746,101.5852
Cyprus,Forestland,-69.5346,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-275.1767,-326.1576,-326.1576,-326.1576,-326.1576,-326.1576,-279.047,-279.047,-279.047,-279.047
Cyprus,Forestland,101.3782,-1.7714,-62.7585,-68.7788,-65.2309,-75.1117,-71.7006,30.5096,-96.1041,-114.2161,-91.9192,-131.7861,-124.9305,-142.8394,-144.3967,-143.9315,104.1418,-149.1287,-141.0471,-138.694
Cyprus,Net Forest conversion,0,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,11.6204,8.9649,8.9649,8.9649,8.9649,8.9649,30.3359,30.3359,30.3359,30.3359
Cyprus,Net Forest conversion,0.0051,0.1745,0.2163,0.2587,0.3018,0.3456,0.3949,0.2684,0.2753,0.2821,0.289,0.2961,0.3032,0.4064,0.4356,0.466,0.488,0.5101,0.5322,0.5542
Cyprus,Fires in organic soils,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,Waste - agri-food systems,3.5839,3.5902,3.6048,3.6425,3.6696,3.6793,3.6926,3.7202,3.7435,3.7325,3.7312,3.7419,3.7266,3.7197,3.7148,3.6908,3.6993,3.7129,3.73,3.7314
Cyprus,On-farm electricity use,79.5752,72.301,76.3607,94.1625,90.3738,95.3931,97.7971,104.9677,119.0862,107.4218,107.8152,100.3325,93.6921,107.6455,112.1939,109.1616,130.3874,129.6294,134.1778,138.5746
Cyprus,Food Processing,106.3795,102.6207,111.1388,132.4941,125.133,130.8699,138.5919,148.1502,156.8635,152.9289,147.7748,147.424,186.263,175.1828,184.1966,166.4776,178.5114,201.7979,203.0177,203.0177
Cyprus,Food Packaging,5.7179,5.1824,5.3875,6.2752,5.6559,5.4072,5.6949,6.0637,6.7126,4.7841,4.71,4.6021,5.0601,4.474,4.2781,5.2463,5.8876,5.5928,6.0618,5.1519
Cyprus,Food Retail,115.2668,124.5131,131.7335,152.5266,145.4632,155.2277,166.5593,174.5885,184.7567,189.1895,187.8893,184.5291,171.3651,159.1744,162.4943,168.8995,182.4395,184.7418,193.213,212.4765
Cyprus,Food Household Consumption,133.4781,124.6842,135.3978,161.2355,150.4111,190.3175,191.6262,198.821,199.5561,205.0099,190.3181,200.7365,193.6492,169.9936,165.1625,179.307,186.0019,193.5599,186.3849,186.3849
